00550307501	4981269
11371050501	4981269
13247865601	4981269
15914550701	4981269
16440790301	4977340
16440791701	4980509
17353964101	4977340
17943634001	4974981
18059947301	4974981
19170485501	4981269
19551310201	4981269
20059646501	4981269
21398148301	4972273
21398165601	4972273
22058331001	4977340
22102614501	4974981
22766106001	4981269
24069511401	4981269
24408471601	4980209
26181828901	4977340
26246165701	4981269
26274129401	4974981
26274131701	4974981
26274178001	4974981
26274194901	4974981
26274238801	4980209
26274252001	4980209
26274324701	4981269
26274405201	4981269
26274407001	4981269
27113371701	4970760
27811936501	4975134
27811936502	4975134
28192053701	4981269
28192056801	4981269
28192058501	4981269
28382694501	4979154
28479266401	4975134
28481689501	4974981
28481787501	4981269
28769574601	4981269
29125129801	4981269
30166538001	4974981
30175562401	4974981
30176305501	4975259
30178341801	4975134
30178354501	4979154
30184023403	4979575
30191023501	4975134
30192803801	4977340
30193528501	4975134
30205194401	4977340
30208434101	4980209
30215917201	4980209
30217101001	4980209
30220810301	4977340
30220880601	4977340
30221134501	4977340
30227097501	4980209
30227394601	4981269
30238651001	4977340
30245931901	4977340
30250487401	4981269
30250499301	4981269
30250577801	4981269
30472975101	4974981
30473752101	4980209
30473764601	4981269
31863453601	4974981
31956625001	4981269
32270724401	4977340
32467385201	4983343
32477816901	4981269
32486789801	4975259
32492559501	4974981
32562488901	4977340
32562489201	4977340
32846736601	4977340
369900474237	4979154
369902523584	4975134
369902523790	4975134
369902525153	4979575
369902525635	4980819
369902525841	4979575
369902526220	4980509
369902527502	4980819
37028945001	4977340
38291594701	4974981
38296187501	4974981
39974641701	4977340
39974641702	4977340
39974641703	4977340
403997618223	4978367
403997618429	4980467
403997618430	4980467
403997618440	4980467
403997618451	4980509
403997618462	4980509
403997618473	4980509
403997618484	4981302
403997618495	4981302
404751415629	4981302
404760439631	4975134
404857442299	4980209
405010853113	4981269
405010853124	4981269
405010853135	4981269
405010853146	4981269
405010853157	4981269
405010853168	4981269
405012016223	4978367
405012016360	4980467
405012016543	4980509
405012016680	4981302
405012016690	4981302
405094817346	4979575
405101902135	4980209
405101905991	4981560
405101906873	4982775
405101906884	4982775
405101907295	4982857
405101907917	4982857
405103922081	4981302
405108329655	4979575
405108329839	4979575
405159645000	4980819
405159645010	4980819
405159645021	4982800
405159645168	4979575
405160193413	4978367
405171254324	4980467
405171911813	4978367
405218695213	4982775
405221120090	4980209
405240591272	4974981
405240591309	4974981
405240591570	4974981
405240592213	4980209
405240592224	4980209
405240593139	4980209
405240593140	4980209
405240593264	4980209
405240593312	4980209
405240593654	4977340
405240593735	4977340
405240593930	4977340
405240593941	4977340
405240594617	4981560
405240594628	4981560
405253772397	4983035
405274554520	4979154
405274951186	4981302
405275236908	4982775
405276825042	4978367
405276825064	4978367
405277367420	4982775
405278146880	4976860
405278147051	4980794
405278147154	4980509
405349826380	4980467
405353461453	4980794
405354775888	4979252
405355026214	4979154
405355026225	4979154
405355026247	4979154
405355026258	4979154
405355026269	4979154
405355026475	4982775
405355026486	4982775
405355026497	4982775
405355026501	4982775
405355144650	4982775
405357029488	4974855
405357029499	4974855
405357029503	4974855
405357029889	4978367
405357029915	4980509
405357029926	4980509
405357029937	4980509
405357029948	4980509
405357030139	4981302
405357030140	4981302
405357030150	4981302
405357030161	4981302
405357030172	4981302
405357030183	4981302
405357030194	4981302
405357030209	4981302
405357030210	4981302
405388794517	4979575
405389620335	4980509
405416253241	4975134
405416253285	4975134
405416253333	4975134
405416254421	4979154
405416254454	4979154
405416254502	4979154
405416254513	4979154
405416255196	4979575
405416255200	4979575
405416255222	4979575
405416255233	4979575
405425956016	4976074
405457164978	4982206
405457165139	4981302
405457165140	4981302
405475355132	4980467
405475355176	4980467
405475355198	4980467
405475355279	4980509
405475355280	4980509
405475355316	4981302
405484892890	4978367
405484892904	4978367
405496457938	4978367
405496457982	4980467
405496458051	4980509
405496458110	4981302
405511665096	4978367
405512212098	4979252
405512212308	4980536
405512212525	4980509
405512212591	4980509
405512212606	4980509
405512212617	4980509
405512212650	4982775
405512212710	4982775
405513429176	4980509
405513968203	4977340
405528463050	4980509
405546592264	4981302
405546592275	4981302
405546592286	4981302
405546592297	4981302
405548217973	4974184
405548217984	4974184
405549058459	4979575
405549058676	4981302
405567783686	4975134
405567784362	4980209
405567784557	4980209
405567784741	4977340
405567784752	4977340
405567784903	4980467
405567785200	4982775
405601281612	4974981
405615882243	4980467
405644666145	4979575
405644666259	4982775
405649218133	4980509
405649588620	4983138
405681700594	4982775
405685854813	4982775
405689633080	4980819
405742186717	4980467
405744776358	4980509
405761323702	4980467
405761323941	4980467
405761324477	4982206
405761324904	4982206
405761325554	4981302
405761325966	4981302
405776579048	4979154
405783150348	4897372
405783152936	4931860
405783155372	4964196
405783158246	4979252
405783158280	4980536
405783158305	4980536
405783158316	4980536
